order_id,payment_id,gross,fee,gst,net,captured_at,settled_at,credit_utr,credit_batch_id,break_type,is_original
ORD_000825,PAY_000825,96.50,1.93,0.35,94.22,2025-01-10,2025-01-14,UTR000000000001,0,chargeback_reversal,True
ORD_001567,PAY_001567,355.83,7.12,1.28,347.43,2025-01-10,2025-01-14,UTR000000000001,0,clean,True
ORD_001928,PAY_001928,180.81,3.62,0.65,176.54,2025-01-10,2025-01-14,UTR000000000001,0,clean,True
ORD_001948,PAY_001948,267.23,5.34,0.96,260.93,2025-01-10,2025-01-14,UTR000000000001,0,clean,True
ORD_002051,PAY_002051,96.65,1.93,0.35,94.33,2025-01-10,2025-01-14,UTR000000000001,0,rounding_drift,True
ORD_002383,PAY_002383,286.20,5.72,1.03,279.45,2025-01-08,2025-01-14,UTR000000000001,0,late_settlement,True
ORD_002570,PAY_002570,189.86,3.80,0.68,185.38,2025-01-10,2025-01-14,UTR000000000001,0,clean,True
ORD_003070,PAY_003070,159.72,3.19,0.57,155.96,2025-01-10,2025-01-14,UTR000000000001,0,clean,True
ORD_003800,PAY_003800,67.45,1.35,0.24,65.86,2025-01-10,2025-01-14,UTR000000000001,0,netting_split,True
ORD_004336,PAY_004336,130.82,2.62,0.47,127.73,2025-01-10,2025-01-14,UTR000000000002,1,clean,True
ORD_004791,PAY_004791,408.06,8.16,1.47,398.43,2025-01-10,2025-01-14,UTR000000000002,1,refund,True
ORD_004815,PAY_004815,16.33,0.33,0.06,15.94,2025-01-10,2025-01-14,UTR000000000002,1,netting_split,True
ORD_004965,PAY_004965,172.73,3.45,0.62,168.66,2025-01-08,2025-01-14,UTR000000000002,1,late_settlement,True
ORD_000084,PAY_000084,168.48,3.37,0.61,164.50,2025-01-13,2025-01-15,UTR000000000002,1,clean,True
ORD_000135,PAY_000135,148.78,2.98,0.54,145.26,2025-01-13,2025-01-15,UTR000000000002,1,clean,True
ORD_000149,PAY_000149,143.71,2.87,0.52,140.32,2025-01-13,2025-01-15,UTR000000000002,1,missing_order,True
ORD_000226,PAY_000226,250.58,5.01,0.90,244.67,2025-01-13,2025-01-15,UTR000000000002,1,chargeback_reversal,True
ORD_000269,PAY_000269,271.06,5.42,0.98,264.66,2025-01-13,2025-01-15,UTR000000000002,1,clean,True
ORD_000414,PAY_000414,432.00,8.64,1.56,421.80,2025-01-13,2025-01-15,UTR000000000002,1,clean,True
ORD_000589,PAY_000589,131.06,2.62,0.47,127.97,2025-01-13,2025-01-15,UTR000000000002,1,clean,True
ORD_000649,PAY_000649,266.24,5.32,0.96,259.96,2025-01-13,2025-01-15,UTR000000000002,1,duplicate_utr,True
ORD_000796,PAY_000796,192.90,3.86,0.69,188.35,2025-01-13,2025-01-15,UTR000000000002,1,clean,True
ORD_000871,PAY_000871,228.99,4.58,0.82,223.59,2025-01-13,2025-01-15,UTR000000000002,1,clean,True
ORD_001044,PAY_001044,153.90,3.08,0.55,150.27,2025-01-13,2025-01-15,UTR000000000002,1,clean,True
ORD_001068,PAY_001068,273.15,5.46,0.98,266.71,2025-01-13,2025-01-15,UTR000000000002,1,clean,True
ORD_001204,PAY_001204,233.14,4.66,0.84,227.64,2025-01-13,2025-01-15,UTR000000000002,1,chargeback_reversal,True
ORD_001317,PAY_001317,43.46,0.87,0.16,42.43,2025-01-13,2025-01-15,UTR000000000002,1,clean,True
ORD_001355,PAY_001355,34.89,0.70,0.13,34.06,2025-01-13,2025-01-15,UTR000000000002,1,clean,True
ORD_001720,PAY_001720,474.09,9.48,1.71,462.90,2025-01-13,2025-01-15,UTR000000000002,1,clean,True
ORD_001893,PAY_001893,90.07,1.80,0.32,87.96,2025-01-13,2025-01-15,UTR000000000002,1,rounding_drift,True
ORD_001901,PAY_001901,402.98,8.06,1.45,393.47,2025-01-13,2025-01-15,UTR000000000002,1,clean,True
ORD_002037,PAY_002037,163.66,3.27,0.59,159.80,2025-01-13,2025-01-15,UTR000000000002,1,clean,True
ORD_002129,PAY_002129,302.93,6.06,1.09,295.78,2025-01-13,2025-01-15,UTR000000000002,1,clean,True
ORD_002349,PAY_002349,151.81,3.04,0.55,148.22,2025-01-13,2025-01-15,UTR000000000002,1,chargeback_reversal,True
ORD_002556,PAY_002556,496.25,9.92,1.79,484.54,2025-01-13,2025-01-15,UTR000000000002,1,clean,True
ORD_002580,PAY_002580,191.65,3.83,0.69,187.13,2025-01-13,2025-01-15,UTR000000000002,1,missing_order,True
ORD_002814,PAY_002814,223.18,4.46,0.80,217.92,2025-01-13,2025-01-15,UTR000000000002,1,clean,True
ORD_002872,PAY_002872,10.38,0.21,0.04,10.13,2025-01-13,2025-01-15,UTR000000000002,1,missing_order,True
ORD_002886,PAY_002886,205.87,4.12,0.74,201.01,2025-01-13,2025-01-15,UTR000000000002,1,clean,True
ORD_003191,PAY_003191,304.63,6.09,1.10,297.44,2025-01-13,2025-01-15,UTR000000000002,1,clean,True
ORD_003299,PAY_003299,67.88,1.36,0.24,66.28,2025-01-13,2025-01-15,UTR000000000002,1,clean,True
ORD_003307,PAY_003307,104.54,2.09,0.38,102.07,2025-01-13,2025-01-15,UTR000000000002,1,clean,True
ORD_003320,PAY_003320,164.73,3.29,0.59,160.85,2025-01-09,2025-01-15,UTR000000000002,1,late_settlement,True
ORD_003332,PAY_003332,347.23,6.94,1.25,339.04,2025-01-13,2025-01-15,UTR000000000002,1,refund,True
ORD_003393,PAY_003393,325.44,6.51,1.17,317.76,2025-01-13,2025-01-15,UTR000000000002,1,clean,True
ORD_003458,PAY_003458,17.33,0.35,0.06,16.92,2025-01-13,2025-01-15,UTR000000000002,1,clean,True
ORD_003698,PAY_003698,242.75,4.86,0.87,237.02,2025-01-13,2025-01-15,UTR000000000002,1,netting_split,True
ORD_003792,PAY_003792,6.64,0.13,0.02,6.49,2025-01-13,2025-01-15,UTR000000000002,1,clean,True
ORD_003804,PAY_003804,138.01,2.76,0.50,134.75,2025-01-13,2025-01-15,UTR000000000002,1,clean,True
ORD_003861,PAY_003861,405.41,8.11,1.46,395.84,2025-01-13,2025-01-15,UTR000000000002,1,clean,True
ORD_003878,PAY_003878,73.51,1.47,0.26,71.78,2025-01-13,2025-01-15,UTR000000000002,1,netting_split,True
ORD_004074,PAY_004074,50.26,1.01,0.18,49.07,2025-01-13,2025-01-15,UTR000000000002,1,clean,True
ORD_004135,PAY_004135,173.23,3.46,0.62,169.15,2025-01-13,2025-01-15,UTR000000000002,1,clean,True
ORD_004166,PAY_004166,357.11,7.14,1.29,348.68,2025-01-13,2025-01-15,UTR000000000002,1,clean,True
ORD_004247,PAY_004247,157.09,3.14,0.57,153.38,2025-01-13,2025-01-15,UTR000000000002,1,clean,True
ORD_004304,PAY_004304,364.01,7.28,1.31,355.42,2025-01-09,2025-01-15,UTR000000000002,1,late_settlement,True
ORD_004337,PAY_004337,477.53,9.55,1.72,466.26,2025-01-13,2025-01-15,UTR000000000002,1,clean,True
ORD_004379,PAY_004379,114.71,2.29,0.41,112.01,2025-01-13,2025-01-15,UTR000000000002,1,netting_split,True
ORD_004402,PAY_004402,255.70,5.11,0.92,249.67,2025-01-13,2025-01-15,UTR000000000002,1,clean,True
ORD_004449,PAY_004449,367.40,7.35,1.32,358.73,2025-01-13,2025-01-15,UTR000000000002,1,clean,True
ORD_004500,PAY_004500,224.09,4.48,0.81,218.80,2025-01-13,2025-01-15,UTR000000000003,2,clean,True
ORD_004558,PAY_004558,199.66,3.99,0.72,194.95,2025-01-13,2025-01-15,UTR000000000003,2,clean,True
ORD_004858,PAY_004858,307.55,6.15,1.11,300.29,2025-01-13,2025-01-15,UTR000000000003,2,clean,True
ORD_000068,PAY_000068,302.21,6.04,1.09,295.08,2025-01-14,2025-01-16,UTR000000000003,2,missing_order,True
ORD_000767,PAY_000767,408.65,8.17,1.47,399.01,2025-01-14,2025-01-16,UTR000000000003,2,clean,True
ORD_000794,PAY_000794,431.22,8.62,1.55,421.05,2025-01-14,2025-01-16,UTR000000000003,2,clean,True
ORD_001728,PAY_001728,375.71,7.51,1.35,366.85,2025-01-14,2025-01-16,UTR000000000003,2,clean,True
ORD_001840,PAY_001840,355.32,7.11,1.28,346.93,2025-01-14,2025-01-16,UTR000000000003,2,clean,True
ORD_002030,PAY_002030,74.17,1.48,0.27,72.42,2025-01-13,2025-01-16,UTR000000000003,2,late_settlement,True
ORD_002079,PAY_002079,101.48,2.03,0.37,99.08,2025-01-14,2025-01-16,UTR000000000003,2,clean,True
ORD_002559,PAY_002559,436.71,8.73,1.57,426.41,2025-01-14,2025-01-16,UTR000000000003,2,clean,True
ORD_002604,PAY_002604,246.31,4.93,0.89,240.49,2025-01-14,2025-01-16,UTR000000000003,2,clean,True
ORD_002697,PAY_002697,272.46,5.45,0.98,266.03,2025-01-14,2025-01-16,UTR000000000003,2,clean,True
ORD_002749,PAY_002749,495.04,9.90,1.78,483.36,2025-01-14,2025-01-16,UTR000000000003,2,clean,True
ORD_003350,PAY_003350,445.32,8.91,1.60,434.81,2025-01-14,2025-01-16,UTR000000000003,2,clean,True
ORD_003641,PAY_003641,357.35,7.15,1.29,348.91,2025-01-14,2025-01-16,UTR000000000003,2,clean,True
ORD_003823,PAY_003823,279.62,5.59,1.01,273.02,2025-01-14,2025-01-16,UTR000000000003,2,clean,True
ORD_004146,PAY_004146,31.81,0.64,0.12,31.04,2025-01-14,2025-01-16,UTR000000000003,2,rounding_drift,True
ORD_004231,PAY_004231,345.68,6.91,1.24,337.53,2025-01-14,2025-01-16,UTR000000000003,2,clean,True
ORD_004256,PAY_004256,421.68,8.43,1.52,411.73,2025-01-14,2025-01-16,UTR000000000003,2,clean,True
ORD_004429,PAY_004429,144.68,2.89,0.52,141.27,2025-01-14,2025-01-16,UTR000000000003,2,clean,True
ORD_004541,PAY_004541,95.32,1.91,0.34,93.07,2025-01-14,2025-01-16,UTR000000000003,2,clean,True
ORD_004968,PAY_004968,291.30,5.83,1.05,284.42,2025-01-14,2025-01-16,UTR000000000003,2,netting_split,True
ORD_000421,PAY_000421,454.90,9.10,1.64,444.16,2025-01-15,2025-01-17,UTR000000000003,2,clean,True
ORD_000484,PAY_000484,460.39,9.21,1.66,449.52,2025-01-15,2025-01-17,UTR000000000003,2,clean,True
ORD_000632,PAY_000632,120.71,2.41,0.43,117.87,2025-01-15,2025-01-17,UTR000000000003,2,clean,True
ORD_000811,PAY_000811,462.24,9.24,1.66,451.34,2025-01-10,2025-01-17,UTR000000000003,2,late_settlement,True
ORD_001160,PAY_001160,51.21,1.02,0.18,50.01,2025-01-15,2025-01-17,UTR000000000003,2,clean,True
ORD_001381,PAY_001381,183.49,3.67,0.66,179.16,2025-01-15,2025-01-17,UTR000000000003,2,clean,True
ORD_001432,PAY_001432,45.20,0.90,0.16,44.14,2025-01-15,2025-01-17,UTR000000000003,2,refund,True
ORD_001659,PAY_001659,129.40,2.59,0.47,126.34,2025-01-15,2025-01-17,UTR000000000003,2,clean,True
ORD_001742,PAY_001742,205.00,4.10,0.74,200.16,2025-01-13,2025-01-17,UTR000000000003,2,late_settlement,True
ORD_002121,PAY_002121,412.61,8.25,1.48,402.88,2025-01-14,2025-01-17,UTR000000000003,2,late_settlement,True
ORD_002151,PAY_002151,68.44,1.37,0.25,66.82,2025-01-15,2025-01-17,UTR000000000003,2,clean,True
ORD_002275,PAY_002275,24.34,0.49,0.09,23.76,2025-01-15,2025-01-17,UTR000000000003,2,clean,True
ORD_002320,PAY_002320,421.65,8.43,1.52,411.70,2025-01-14,2025-01-17,UTR000000000003,2,late_settlement,True
ORD_002500,PAY_002500,100.54,2.01,0.36,98.17,2025-01-15,2025-01-17,UTR000000000003,2,clean,True
ORD_002533,PAY_002533,264.25,5.28,0.95,258.02,2025-01-10,2025-01-17,UTR000000000003,2,late_settlement,True
ORD_002869,PAY_002869,113.78,2.28,0.41,111.09,2025-01-15,2025-01-17,UTR000000000003,2,clean,True
ORD_002918,PAY_002918,438.93,8.78,1.58,428.57,2025-01-15,2025-01-17,UTR000000000003,2,clean,True
ORD_003281,PAY_003281,238.31,4.77,0.86,232.68,2025-01-15,2025-01-17,UTR000000000003,2,clean,True
ORD_003371,PAY_003371,264.89,5.30,0.95,258.64,2025-01-15,2025-01-17,UTR000000000003,2,clean,True
ORD_003453,PAY_003453,16.96,0.34,0.06,16.56,2025-01-15,2025-01-17,UTR000000000003,2,clean,True
ORD_003531,PAY_003531,489.48,9.79,1.76,477.93,2025-01-10,2025-01-17,UTR000000000003,2,late_settlement,True
ORD_003933,PAY_003933,352.20,7.04,1.27,343.89,2025-01-15,2025-01-17,UTR000000000003,2,clean,True
ORD_004142,PAY_004142,398.36,7.97,1.43,388.92,2025-01-15,2025-01-17,UTR000000000003,2,rounding_drift,True
ORD_004672,PAY_004672,496.34,9.93,1.79,484.62,2025-01-15,2025-01-17,UTR000000000003,2,clean,True
ORD_004745,PAY_004745,114.27,2.29,0.41,111.57,2025-01-15,2025-01-17,UTR000000000003,2,clean,True
ORD_000163,PAY_000163,119.75,2.40,0.43,116.92,2025-01-16,2025-01-20,UTR000000000003,2,clean,True
ORD_000434,PAY_000434,224.38,4.49,0.81,219.08,2025-01-16,2025-01-20,UTR000000000003,2,clean,True
ORD_000722,PAY_000722,71.55,1.43,0.26,69.86,2025-01-15,2025-01-20,UTR000000000003,2,late_settlement,True
ORD_000971,PAY_000971,437.41,8.75,1.58,427.08,2025-01-14,2025-01-20,UTR000000000003,2,late_settlement,True
ORD_001018,PAY_001018,292.66,5.85,1.05,285.76,2025-01-16,2025-01-20,UTR000000000003,2,clean,True
ORD_001314,PAY_001314,309.07,6.18,1.11,301.78,2025-01-16,2025-01-20,UTR000000000003,2,clean,True
ORD_001363,PAY_001363,69.91,1.40,0.25,68.26,2025-01-16,2025-01-20,UTR000000000003,2,refund,True
ORD_001385,PAY_001385,331.04,6.62,1.19,323.23,2025-01-16,2025-01-20,UTR000000000003,2,clean,True
ORD_001619,PAY_001619,441.72,8.83,1.59,431.30,2025-01-16,2025-01-20,UTR000000000003,2,missing_order,True
ORD_002096,PAY_002096,371.13,7.42,1.34,362.37,2025-01-16,2025-01-20,UTR000000000003,2,clean,True
ORD_002117,PAY_002117,130.89,2.62,0.47,127.80,2025-01-16,2025-01-20,UTR000000000003,2,clean,True
ORD_002228,PAY_002228,296.35,5.93,1.07,289.37,2025-01-16,2025-01-20,UTR000000000003,2,rounding_drift,True
ORD_002295,PAY_002295,347.67,6.95,1.25,339.47,2025-01-16,2025-01-20,UTR000000000003,2,clean,True
ORD_002813,PAY_002813,210.41,4.21,0.76,205.44,2025-01-16,2025-01-20,UTR000000000003,2,missing_order,True
ORD_003175,PAY_003175,171.88,3.44,0.62,167.82,2025-01-16,2025-01-20,UTR000000000003,2,clean,True
ORD_003254,PAY_003254,338.04,6.76,1.22,330.06,2025-01-16,2025-01-20,UTR000000000003,2,clean,True
ORD_003352,PAY_003352,447.51,8.95,1.61,436.95,2025-01-16,2025-01-20,UTR000000000003,2,clean,True
ORD_003442,PAY_003442,25.43,0.51,0.09,24.83,2025-01-16,2025-01-20,UTR000000000003,2,clean,True
ORD_003690,PAY_003690,343.52,6.87,1.24,335.41,2025-01-16,2025-01-20,UTR000000000003,2,clean,True
ORD_003837,PAY_003837,492.87,9.86,1.77,481.24,2025-01-16,2025-01-20,UTR000000000003,2,clean,True
ORD_003885,PAY_003885,114.94,2.30,0.41,112.23,2025-01-16,2025-01-20,UTR000000000003,2,chargeback_reversal,True
ORD_004473,PAY_004473,39.89,0.80,0.14,38.95,2025-01-16,2025-01-20,UTR000000000003,2,refund,True
ORD_004567,PAY_004567,107.50,2.15,0.39,104.96,2025-01-16,2025-01-20,UTR000000000003,2,clean,True
ORD_004643,PAY_004643,218.13,4.36,0.78,212.99,2025-01-16,2025-01-20,UTR000000000003,2,refund,True
ORD_000027,PAY_000027,249.90,5.00,0.90,244.00,2025-01-17,2025-01-21,UTR000000000004,3,clean,True
ORD_000124,PAY_000124,393.87,7.88,1.42,384.57,2025-01-17,2025-01-21,UTR000000000004,3,clean,True
ORD_000280,PAY_000280,269.18,5.38,0.97,262.83,2025-01-17,2025-01-21,UTR000000000004,3,clean,True
ORD_000725,PAY_000725,148.24,2.96,0.53,144.75,2025-01-17,2025-01-21,UTR000000000004,3,clean,True
ORD_001260,PAY_001260,222.42,4.45,0.80,217.17,2025-01-17,2025-01-21,UTR000000000004,3,clean,True
ORD_001939,PAY_001939,90.77,1.82,0.33,88.62,2025-01-17,2025-01-21,UTR000000000004,3,missing_order,True
ORD_002017,PAY_002017,214.01,4.28,0.77,208.96,2025-01-14,2025-01-21,UTR000000000004,3,late_settlement,True
ORD_002045,PAY_002045,369.09,7.38,1.33,360.38,2025-01-17,2025-01-21,UTR000000000004,3,clean,True
ORD_002159,PAY_002159,426.20,8.52,1.53,416.15,2025-01-17,2025-01-21,UTR000000000004,3,netting_split,True
ORD_003133,PAY_003133,346.69,6.93,1.25,338.51,2025-01-17,2025-01-21,UTR000000000004,3,clean,True
ORD_003259,PAY_003259,99.07,1.98,0.36,96.73,2025-01-17,2025-01-21,UTR000000000004,3,clean,True
ORD_004013,PAY_004013,276.00,5.52,0.99,269.49,2025-01-17,2025-01-21,UTR000000000004,3,clean,True
ORD_004440,PAY_004440,229.68,4.59,0.83,224.26,2025-01-17,2025-01-21,UTR000000000004,3,clean,True
ORD_000270,PAY_000270,355.10,7.10,1.28,346.72,2025-01-20,2025-01-22,UTR000000000004,3,clean,True
ORD_000272,PAY_000272,415.84,8.32,1.50,406.02,2025-01-20,2025-01-22,UTR000000000004,3,clean,True
ORD_000286,PAY_000286,142.57,2.85,0.51,139.21,2025-01-20,2025-01-22,UTR000000000004,3,clean,True
ORD_000291,PAY_000291,55.15,1.10,0.20,53.85,2025-01-20,2025-01-22,UTR000000000004,3,clean,True
ORD_000448,PAY_000448,255.64,5.11,0.92,249.61,2025-01-20,2025-01-22,UTR000000000004,3,clean,True
ORD_000554,PAY_000554,470.48,9.41,1.69,459.38,2025-01-20,2025-01-22,UTR000000000004,3,clean,True
ORD_000619,PAY_000619,150.29,3.01,0.54,146.74,2025-01-17,2025-01-22,UTR000000000004,3,late_settlement,True
ORD_000634,PAY_000634,476.67,9.53,1.72,465.42,2025-01-20,2025-01-22,UTR000000000004,3,refund,True
ORD_000642,PAY_000642,192.14,3.84,0.69,187.61,2025-01-20,2025-01-22,UTR000000000004,3,clean,True
ORD_000731,PAY_000731,25.66,0.51,0.09,25.06,2025-01-20,2025-01-22,UTR000000000004,3,clean,True
ORD_000758,PAY_000758,242.35,4.85,0.87,236.66,2025-01-20,2025-01-22,UTR000000000004,3,rounding_drift,True
ORD_000762,PAY_000762,302.59,6.05,1.09,295.45,2025-01-20,2025-01-22,UTR000000000004,3,clean,True
ORD_000820,PAY_000820,361.37,7.23,1.30,352.84,2025-01-20,2025-01-22,UTR000000000004,3,clean,True
ORD_000902,PAY_000902,65.72,1.31,0.24,64.17,2025-01-20,2025-01-22,UTR000000000004,3,chargeback_reversal,True
ORD_000987,PAY_000987,280.46,5.61,1.01,273.84,2025-01-20,2025-01-22,UTR000000000004,3,clean,True
ORD_001138,PAY_001138,106.57,2.13,0.38,104.06,2025-01-20,2025-01-22,UTR000000000004,3,duplicate_utr,True
ORD_001156,PAY_001156,255.99,5.12,0.92,249.95,2025-01-20,2025-01-22,UTR000000000004,3,clean,True
ORD_001205,PAY_001205,266.20,5.32,0.96,259.92,2025-01-20,2025-01-22,UTR000000000004,3,clean,True
ORD_001243,PAY_001243,123.66,2.47,0.44,120.75,2025-01-20,2025-01-22,UTR000000000004,3,clean,True
ORD_001308,PAY_001308,496.19,9.92,1.79,484.48,2025-01-20,2025-01-22,UTR000000000004,3,clean,True
ORD_001389,PAY_001389,195.58,3.91,0.70,190.98,2025-01-20,2025-01-22,UTR000000000004,3,rounding_drift,True
ORD_001441,PAY_001441,282.38,5.65,1.02,275.71,2025-01-20,2025-01-22,UTR000000000004,3,clean,True
ORD_001485,PAY_001485,306.36,6.13,1.10,299.13,2025-01-20,2025-01-22,UTR000000000004,3,clean,True
